,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,2.0462297407789145,0.2050236206803917,1.6931783832173932,1.9037078651639623,2.028505438214968,2.1715097999818394,2.5162859737396923,0.012850882280937472
z,0.5843836677904602,0.025066520701200846,0.5350827866882804,0.5676539213186805,0.5846321532951438,0.6015905018281662,0.6311652965132759,0.0007681009506824142
t,1.0253462450848738,0.06919734467272388,0.8634619211639416,0.9859760688909689,1.0322803102688696,1.073211863031676,1.1408747469483707,0.004067794390352901
theta,0.4923503872662584,0.06839781319257096,0.352569862098538,0.4460025472331895,0.494081703421569,0.5392064649784521,0.6244725710008711,0.004084558888257256
v_Intercept,-0.2775570224959613,0.2474847546452011,-0.7577973303498388,-0.44435536100215545,-0.26735334021593293,-0.0963965066809064,0.1754426621196497,0.014838479670266871
v_gain,0.1733634913600003,0.013660002249242326,0.14651383650853883,0.16417199098703988,0.17314091894875389,0.18270485474369305,0.19963052973367898,0.0006490004032521722
v_loss,-0.16513725129968063,0.01444990471058392,-0.19128853900941628,-0.17504848354796357,-0.1658666260735581,-0.15569100892230855,-0.13547454490291894,0.0007991521735595282
