,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,2.605168083851347,0.28850579701490564,1.9330511660928864,2.445257668603927,2.6566010473378965,2.831287404835704,2.983298524713102,0.024572633125419602
z,0.5143269540102654,0.01746340014300393,0.47568187314895904,0.5038162521982992,0.5149086286786511,0.5261228553902674,0.5469450828532754,0.000514889636062984
t,0.46202275598475784,0.058914097052875605,0.37377356573901593,0.41913858210067256,0.45222524090297966,0.49665442304865437,0.5975260911966295,0.0047375107552116115
theta,1.0357355148784482,0.053306150620664426,0.8972923300011307,1.0166573997615445,1.0485740690857466,1.0713757893418447,1.0959139852553295,0.004458259717869489
v_Intercept,-0.11889020212171215,0.2833260200408398,-0.6701113528925671,-0.3164582639872309,-0.11290609580183501,0.07675706620313948,0.42995394936596854,0.01943462479327591
v_gain,0.1936598557468106,0.013146922740317988,0.1669760487861261,0.18494856525423076,0.19381137208364702,0.2025865401196615,0.2180316445725629,0.0008291445832072896
v_loss,-0.1809042751718185,0.012614258158384687,-0.20517666548154087,-0.18945409885378295,-0.18087963387939252,-0.17283266113758686,-0.15584107860046653,0.0006755294642363118
