,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.1899649246975759,0.10051168161672228,1.0138282234051297,1.120000990814289,1.182219546920305,1.2514862528991664,1.4130310447169165,0.0054923889558400624
z,0.51359273213286,0.02367987264439208,0.4677676447861102,0.49762675607748486,0.5134660654742524,0.52942610178209,0.5608161094247106,0.0007815997158153034
t,0.6125094590103968,0.024955597702764995,0.5571706937081301,0.5974304851209888,0.61485226881656,0.6302249986910301,0.6550422014804246,0.0012197386393966122
theta,0.4857323219144884,0.07301402480353349,0.343704765123406,0.4364519700219517,0.4850870256949807,0.5355263411972624,0.6286829770992763,0.0036477303126939585
v_Intercept,2.9003240805168145,0.10007570596406568,2.643141737504656,2.86092049556962,2.9275878985236155,2.9707308664031102,2.9972589255274578,0.005364123976954649
v_gain,0.06951484051253155,0.0068006718403666585,0.055030366713848866,0.06553154174690935,0.06974615508973578,0.0736456429298228,0.08321864990839958,0.00028985396932998235
v_loss,-0.2758378541302499,0.013796786760602813,-0.3022619210600223,-0.28488089836728203,-0.2759604661172468,-0.26649746685805903,-0.24836534305287356,0.0006048964520373986
