,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,2.4284749107027856,0.3381280638392528,1.62886298513306,2.2265535240518277,2.4789545843685667,2.682108983339606,2.941820563087203,0.029808832908761233
z,0.26699687892274954,0.028197083028611583,0.21445024991516193,0.2474470953041598,0.2667838142007528,0.2855928469321302,0.32346572508955873,0.002135254389263862
t,0.5223021047007228,0.032848573103175085,0.46076230358383785,0.5038956117089212,0.5216515807439124,0.5376062896356919,0.6296049649820274,0.0027002456179942595
theta,1.1782305952214356,0.06547068030653011,1.0101081968900736,1.1521297126210075,1.197229040873775,1.2218135949535505,1.255087908350851,0.005753741705929056
v_Intercept,-0.7950020425111248,0.4962918367848918,-1.749372185924773,-1.12313709642796,-0.8302409579729647,-0.48288205563403264,0.3299047535046953,0.04352721120815108
v_gain,0.1607633471341698,0.021872748161462986,0.11847086130636433,0.14557297654941964,0.1608000870026873,0.175729367176916,0.20296180846379616,0.001473846205497011
v_loss,-0.1450133144507367,0.023462321819307023,-0.19586481674425496,-0.1600996569214321,-0.1431593045742307,-0.12892010563057518,-0.10270453269268033,0.002050168775662202
