,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,1.9411024906632717,0.16210581327657214,1.657164677220548,1.8299723539741426,1.9265161025453839,2.0380481608227425,2.2989660723129406,0.00965544000867775
z,0.5671922312075282,0.025595926362363415,0.5144178526674867,0.5504809422991144,0.567732818846672,0.5847336808695807,0.6149700502674028,0.0008238632605250421
t,0.7869568569001831,0.053701385197008955,0.665245872651054,0.7552357313887548,0.7926423694905402,0.8254497834707528,0.877218552080683,0.002971513564492573
theta,0.44885003211013935,0.05617196179709749,0.34079070826748303,0.4106947795630423,0.44870585269229135,0.4854184316449454,0.5592893875419258,0.003188261220602267
v_Intercept,0.24416585195910454,0.22892163302347826,-0.23083677198677788,0.09489018872362985,0.24809266282287473,0.4033027630515442,0.6696536910519,0.012674610452429843
v_gain,0.08050347593931838,0.007501891294958062,0.06525043049250426,0.07562262212349745,0.08059952004929219,0.08567009968445963,0.0949756741436545,0.0003707644450351129
v_loss,-0.16994380794247518,0.013783121331306037,-0.1963495907190616,-0.17943785242117843,-0.1700661416589445,-0.16041013039326524,-0.14292959567779537,0.0006323288587976787
