,param_name,mean,std,2.5q,25q,50q,75q,97.5q,mc err,sub,model_ID
1987,v_Intercept,-0.7594862703063884,0.306504312328559,-1.383312973252551,-0.9536411431479286,-0.7448199581555228,-0.5574775045344166,-0.1866286280441221,0.0265518954090625,29,4
1988,v_gain,0.1067687646826521,0.0069037426020823,0.0934046211292967,0.1022490105238343,0.1065097386895665,0.1111130520219336,0.1208797827696024,0.0005887128308524,29,4
1989,v_loss,-0.1147624503907014,0.0130841894337823,-0.1401476789945537,-0.1235691971786277,-0.1149391194233346,-0.1059704237038746,-0.0891571141412016,0.0008353531847536,29,4
1990,BIC,452.4686354676586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,4
1991,a,1.2297343143384287,0.0548578273700083,1.128488052062138,1.1913368197390952,1.2278882770637465,1.265757993592619,1.3428756051271116,0.0012863028883642,92,4
1992,z,0.509395658535326,0.0259743998659647,0.4586512838809994,0.4916562548883275,0.5093016314574333,0.5272078113239084,0.5598675154786437,0.0005702004812322,92,4
1993,t,0.9136963200444936,0.0263817377766802,0.857843213826583,0.8971024086122319,0.9150029827125272,0.9315304646581164,0.9613491626309498,0.0004557858097514,92,4
1994,v_Intercept,-0.8644748553174421,0.2634018437467164,-1.361118230080821,-1.0534561543506138,-0.8699380962609078,-0.6758624035411315,-0.3431837476128888,0.0149694626796114,92,4
1995,v_gain,0.1820108387107438,0.0151215446853813,0.1519719780076354,0.1719409291780906,0.1823378959782507,0.192661595435828,0.2104408935245384,0.0007268763627491,92,4
1996,v_loss,-0.1335283908113309,0.014455360169661,-0.1619012284638347,-0.143194814450296,-0.1336120455952064,-0.1236912585225503,-0.1056903259525389,0.0006343272608636,92,4
1997,BIC,629.8138493521112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,4
1998,a,1.811106141305877,0.1700347008378246,1.5075863544020554,1.68944878983138,1.8003247663302009,1.9157157926487345,2.1721181007441643,0.0084715692486913,19,1
1999,z,0.5391894524897923,0.0229178990482394,0.4938183280681215,0.5239273829406841,0.5394458023970969,0.5547682781742591,0.5840273720832009,0.0009357223877659,19,1
2000,t,0.5540423445749602,0.0534160424746082,0.4421916118166387,0.5199725512031157,0.5581754696948472,0.5904480953022866,0.65051374206396,0.0026109533192998,19,1
2001,theta,0.4347216963320374,0.0681721144275852,0.3051169960736511,0.3880563073403168,0.4347067578909049,0.4789350993657533,0.5718925673342543,0.0031971665646302,19,1
2002,v_Intercept,-0.9901196039884456,0.2650076929977377,-1.5234291976259775,-1.1609780969039205,-0.990725027841559,-0.8190784632490618,-0.4940395885191598,0.0224721034808458,19,1
2003,v_gain,0.1125699748316377,0.0058917395696456,0.1011066174884308,0.1086717455178295,0.1125862343280665,0.1163427395704773,0.1246181787001602,0.0004969760232472,19,1
2004,v_loss,-0.1123260681401037,0.0115210929933323,-0.1349337545962204,-0.1197672261701247,-0.1120870010715689,-0.104491790155318,-0.0905091947455462,0.0006769934708173,19,1
2005,BIC,425.30468343915584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1
2006,a,2.3543371703933627,0.221616957651397,1.9667147989924243,2.198076447451397,2.3381923274060448,2.495865375025719,2.830767678250452,0.0143134548989308,45,1
2007,z,0.59173313141566,0.0254360355418249,0.5405091330180256,0.5750184051843075,0.5924410085932229,0.6086961516186158,0.6395879723061165,0.0007646682857519,45,1
2008,t,0.6184612677714747,0.0748970766692396,0.4577587990817754,0.5692770934048331,0.6252516109836722,0.6733508036443656,0.745770882489645,0.0044243994757883,45,1
2009,theta,0.5511551337060095,0.05836066011361,0.4327341113481293,0.511926727879635,0.5522617633460261,0.5902380904695973,0.6630659127218489,0.0036252375386825,45,1
2010,v_Intercept,0.6680402460827592,0.2355453816266791,0.1925275612634523,0.5173436333200542,0.6680334497763616,0.8240819491355715,1.1270908562864737,0.0122847565349107,45,1
2011,v_gain,0.0699220672300399,0.0070455157687603,0.0561513139633896,0.0652036254714741,0.0698668304588537,0.074723871596644,0.083717228041807,0.0003337396061552,45,1
2012,v_loss,-0.1725086343342031,0.0131522102520361,-0.1983241836042671,-0.1814935968004191,-0.1723383767002084,-0.1633267985808279,-0.1473294254629915,0.0006302509969183,45,1
2013,BIC,621.6772334238173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1
2014,a,1.3239051724396529,0.0641638948418146,1.2085511631010837,1.2790858938391103,1.3202179131475078,1.3652860085364582,1.4585952335073649,0.001182407055972,107,4
2015,z,0.4676219515690226,0.0395966447550195,0.392550217588641,0.4396975707430507,0.4667791486354993,0.4945507863212752,0.5468767236149342,0.0012028562114825,107,4
2016,t,1.0812042471441097,0.0341189416781573,1.0090887576709078,1.0594361298977188,1.082915244651735,1.1046908595415523,1.1427380639305742,0.0009696536363069,107,4
2017,v_Intercept,-0.3527408622275488,0.2952546088493882,-0.9395084710508654,-0.5530117987211142,-0.3481692182764794,-0.1517523526063939,0.2200929175919374,0.0160447549641383,107,4
2018,v_gain,0.0268567539322901,0.0074886755135698,0.0119595623880599,0.0219229923454679,0.0268976580100483,0.0319013073264677,0.0412389507098945,0.000333779943929,107,4
2019,v_loss,-0.0964645258577935,0.0154960924106185,-0.1268522556378268,-0.10707236946677,-0.0962699299296618,-0.0859232702084538,-0.066791456357629,0.0006637071955062,107,4
2020,BIC,651.6091917125685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,4
2021,a,2.1541193510655714,0.2669678208717006,1.6932562635308983,1.9636591086842072,2.134520068723421,2.3150498370189263,2.752257949814735,0.0195783086716953,63,3
2022,z,0.5722835156680396,0.0292659311915801,0.5128529625809348,0.5524939724735088,0.5728906458327956,0.5932377629007702,0.6262782349233759,0.0019176347982992,63,3
2023,t,0.6452410530065233,0.0572988417747878,0.514779954372442,0.612714646196979,0.650673247576332,0.6837827972129096,0.7454625757051309,0.0041058407934259,63,3
2024,theta,0.8939155956831835,0.0659191004744549,0.7612412623870685,0.850250893968773,0.8959217219096342,0.9390762138722694,1.018686764838428,0.0046421159613056,63,3
2025,v_Intercept,-0.258928195872417,0.1892818803950352,-0.6356947183770696,-0.3853835193769911,-0.2561819191471893,-0.135524483106175,0.1235428545698721,0.013699381626618,63,3
2026,v_gain_plus_loss,0.0910506082430476,0.0056417658148388,0.079576277802297,0.0874230456488276,0.0909295492427919,0.094923705533632,0.1020911266571421,0.000401336017063,63,3
2027,BIC,177.3409803188021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,3
2028,a,1.617588883730482,0.1191276499460556,1.3959875713200758,1.5348851225229418,1.6145418429644407,1.6948207736394103,1.8638921453169968,0.0048688161710458,113,2
2029,z,0.6783858258420962,0.0234981002246073,0.630514114448528,0.663099825988674,0.6789454213149786,0.6944645047993117,0.7227021801892876,0.0009169828730184,113,2
2030,t,0.6464654395372718,0.0312968630997267,0.5805505667498349,0.6269974495896053,0.6485046196653356,0.667814998747188,0.702243396971705,0.0011816456253701,113,2
2031,theta,0.3477237819302742,0.0599167405289342,0.2247789891831339,0.3078882447417713,0.3497314423379872,0.3897529642860254,0.4575122404316033,0.0023549024450942,113,2
2032,v_gain,0.0907804614368467,0.0019567830724718,0.0861732691151379,0.0897738502617755,0.0910058370182187,0.0920890552340327,0.0938891676894016,7.703177282603817e-05,113,2
2033,v_loss,-0.1372115889718007,0.009230130929768,-0.1553807144478589,-0.1433506831158591,-0.1371005787332102,-0.1308809307071043,-0.1192447105249496,0.0004243810268524,113,2
2034,BIC,408.4022443568881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,2
2035,a,1.4700238684715847,0.068620531487304,1.3409494872673715,1.4225877035585603,1.4687099023931238,1.5155199826988772,1.61163175308787,0.0018121465553623,10,4
